qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,jpn-Jpan-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,jpn-Jpan-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,jpn-Jpan-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:392:2:23034,23034,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23034,Higashi-ku,東区,JP23034,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23035,23035,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23035,Toei-cho,東栄町,JP23035,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23036,23036,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23036,Higashiura-cho,東浦町,JP23036,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23037,23037,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23037,Tokai City,東海市,JP23037,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23038,23038,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23038,Togo-cho,東郷町,JP23038,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23039,23039,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23039,Taketoyo-cho,武豊町,JP23039,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23040,23040,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23040,Konan City,江南市,JP23040,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23041,23041,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23041,Tsushima City,津島市,JP23041,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23042,23042,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23042,Kiyosu City,清須市,JP23042,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23043,23043,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23043,Minato-ku,港区,JP23043,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23044,23044,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23044,Seto City,瀬戸市,JP23044,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23045,23045,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23045,Atsuta-ku,熱田区,JP23045,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23046,23046,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23046,Inuyama City,犬山市,JP23046,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23047,23047,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23047,Mizuho-ku,瑞穂区,JP23047,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23048,23048,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23048,Tahara City,田原市,JP23048,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23049,23049,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23049,Chita City,知多市,JP23049,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23050,23050,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23050,Chiryu City,知立市,JP23050,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23051,23051,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23051,Hekinan City,碧南市,JP23051,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23052,23052,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23052,Inazawa City,稲沢市,JP23052,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23053,23053,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23053,Midori-ku,緑区,JP23053,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23054,23054,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23054,Mihama-cho,美浜町,JP23054,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23055,23055,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23055,Gamagori City,蒲郡市,JP23055,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23056,23056,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23056,Kanie-cho,蟹江町,JP23056,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23057,23057,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23057,Nishi-ku,西区,JP23057,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23058,23058,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23058,Nishio City,西尾市,JP23058,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23059,23059,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23059,Shitara-cho,設楽町,JP23059,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23060,23060,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23060,Toyoyama-cho,豊山町,JP23060,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23061,23061,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23061,Toyokawa City,豊川市,JP23061,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23062,23062,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23062,Toyoake City,豊明市,JP23062,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23063,23063,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23063,Toyone-mura,豊根村,JP23063,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23064,23064,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23064,Toyohashi City,豊橋市,JP23064,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23065,23065,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23065,Toyota City,豊田市,JP23065,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23066,23066,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23066,Nagakute City,長久手市,JP23066,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23067,23067,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23067,Agui-cho,阿久比町,JP23067,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23068,23068,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23068,Tobishima-mura,飛島村,JP23068,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:23069,23069,1603:45:16:392:0,1603:45:16:392:1:23,1603:45:16:392:2:23069,Takahama City,高浜市,JP23069,Aichi,愛知県,JP23,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24001,24001,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24001,Inabe City,いなべ市,JP24001,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24002,24002,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24002,Kameyama City,亀山市,JP24002,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24003,24003,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24003,Ise City,伊勢市,JP24003,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24004,24004,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24004,Iga City,伊賀市,JP24004,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24005,24005,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24005,Minamiise-cho,南伊勢町,JP24005,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24006,24006,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24006,Nabari City,名張市,JP24006,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24007,24007,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24007,Yokkaichi City,四日市市,JP24007,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24008,24008,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24008,Taki-cho,多気町,JP24008,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24009,24009,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24009,Odai-cho,大台町,JP24009,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24010,24010,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24010,Taiki-cho,大紀町,JP24010,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24011,24011,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24011,Owase City,尾鷲市,JP24011,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24012,24012,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24012,Kawagoe-cho,川越町,JP24012,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24013,24013,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24013,Watarai-cho,度会町,JP24013,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24014,24014,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24014,Mihama-cho,御浜町,JP24014,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24015,24015,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24015,Shima City,志摩市,JP24015,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24016,24016,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24016,Meiwa-cho,明和町,JP24016,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24017,24017,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24017,Asahi-machi,朝日町,JP24017,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24018,24018,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24018,Kisosaki-cho,木曽岬町,JP24018,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24019,24019,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24019,Toin-cho,東員町,JP24019,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24020,24020,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24020,Matsusaka City,松阪市,JP24020,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24021,24021,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24021,Kuwana City,桑名市,JP24021,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24022,24022,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24022,Tsu City,津市,JP24022,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24023,24023,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24023,Kumano City,熊野市,JP24023,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24024,24024,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24024,Tamaki-cho,玉城町,JP24024,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24025,24025,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24025,Kihoku-cho,紀北町,JP24025,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24026,24026,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24026,Kiho-cho,紀宝町,JP24026,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24027,24027,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24027,Komono-cho,菰野町,JP24027,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24028,24028,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24028,Suzuka City,鈴鹿市,JP24028,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:24029,24029,1603:45:16:392:0,1603:45:16:392:1:24,1603:45:16:392:2:24029,Toba City,鳥羽市,JP24029,Mie,三重県,JP24,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25001,25001,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25001,Taga-cho,多賀町,JP25001,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25002,25002,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25002,Otsu City,大津市,JP25002,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25003,25003,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25003,Moriyama City,守山市,JP25003,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25004,25004,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25004,Hikone City,彦根市,JP25004,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25005,25005,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25005,Aisyo-cho,愛荘町,JP25005,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25006,25006,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25006,Hino-machi (Tokyo),日野町,JP25006,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25007,25007,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25007,Higashiomi City,東近江市,JP25007,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25008,25008,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25008,Ritto City,栗東市,JP25008,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25009,25009,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25009,Konan City,湖南市,JP25009,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25010,25010,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25010,Koura-cho,甲良町,JP25010,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25011,25011,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25011,Koka City,甲賀市,JP25011,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25012,25012,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25012,Ryuo-cho,竜王町,JP25012,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25013,25013,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25013,Maibara City,米原市,JP25013,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25014,25014,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25014,Kusatsu City,草津市,JP25014,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25015,25015,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25015,Toyosato-cho,豊郷町,JP25015,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25016,25016,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25016,Omihachiman City,近江八幡,JP25016,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25017,25017,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25017,Yasu City,野洲市,JP25017,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25018,25018,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25018,Nagahama City,長浜市,JP25018,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:25019,25019,1603:45:16:392:0,1603:45:16:392:1:25,1603:45:16:392:2:25019,Takashima City,高島市,JP25019,Shiga,滋賀県,JP25,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26001,26001,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26001,Kamigyo-ku,上京区,JP26001,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26002,26002,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26002,Shimogyo-ku,下京区,JP26002,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26003,26003,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26003,Yosano-cho,与謝野町,JP26003,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26004,26004,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26004,Nakagyo-ku,中京区,JP26004,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26005,26005,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26005,Kumiyama-cho,久御山町,JP26005,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26006,26006,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26006,Kameoka City,亀岡市,JP26006,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26007,26007,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26007,Ide-cho,井手町,JP26007,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26008,26008,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26008,Kyotango City,京丹後市,JP26008,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26009,26009,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26009,Kyotamba-cho,京丹波町,JP26009,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26010,26010,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26010,Kyotanabe City,京田辺市,JP26010,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26011,26011,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26011,Ine-cho,伊根町,JP26011,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26012,26012,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26012,Fushimi-ku,伏見区,JP26012,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26013,26013,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26013,Yawata City,八幡市,JP26013,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26014,26014,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26014,Kita-ku,北区,JP26014,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26015,26015,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26015,Nantan City,南丹市,JP26015,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26016,26016,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26016,Minami-ku,南区,JP26016,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26017,26017,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26017,Minamiyamashiro-mura,南山城村,JP26017,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26018,26018,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26018,Ukyo-ku,右京区,JP26018,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26019,26019,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26019,Muko City,向日市,JP26019,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26020,26020,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26020,Wazuka-cho,和束町,JP26020,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26021,26021,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26021,Joyo City,城陽市,JP26021,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26022,26022,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26022,Oyamazaki-cho,大山崎町,JP26022,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26023,26023,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26023,Uji City,宇治市,JP26023,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26024,26024,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26024,Ujitawara-cho,宇治田原,JP26024,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26025,26025,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26025,Miyazu City,宮津市,JP26025,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26026,26026,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26026,Yamashina-ku,山科区,JP26026,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26027,26027,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26027,Sakyo-ku,左京区,JP26027,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26028,26028,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26028,Kizugawa City,木津川市,JP26028,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26029,26029,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26029,Higashiyama-ku,東山区,JP26029,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26030,26030,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26030,Fukuchiyama City,福知山市,JP26030,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26031,26031,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26031,Kasagi-cho,笠置町,JP26031,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26032,26032,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26032,Seika-cho,精華町,JP26032,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26033,26033,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26033,Ayabe City,綾部市,JP26033,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26034,26034,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26034,Maizuru City,舞鶴市,JP26034,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26035,26035,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26035,Nishikyo-ku,西京区,JP26035,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:26036,26036,1603:45:16:392:0,1603:45:16:392:1:26,1603:45:16:392:2:26036,Nagaokakyo City,長岡京市,JP26036,Kyoto,京都府,JP26,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:27001,27001,1603:45:16:392:0,1603:45:16:392:1:27,1603:45:16:392:2:27001,Naka-ku,中区,JP27001,Osaka,大阪府,JP27,Japan,日本,JP,2019-12-17,2019-12-19,
